,gene,pvalue,chromosome
2608,id1011588,0.0014409658207825604,ch-1
2609,id1011591,0.1944017968875576,ch-1
2610,id1011595,9.342634585251979e-07,ch-1
2611,id1011599,0.03178802730856543,ch-1
2612,id1011601,0.1293964400766705,ch-1
2613,id1011603,7.358588598899652e-08,ch-1
2614,id1011609,0.001180045942998228,ch-1
2615,id1011610,0.04191384953592475,ch-1
2616,id1011618,2.5753888074044206e-06,ch-1
2617,id1011619,1.217527686812391e-07,ch-1
2618,id1011620,0.00033397295376594874,ch-1
2619,id1011623,2.2498833325647453e-08,ch-1
2620,id1011626,8.580145503960226e-11,ch-1
2621,id1011635,1.022724369275764e-06,ch-1
2622,id1011636,3.54242797672674e-08,ch-1
2623,id1011646,0.0006744500610094424,ch-1
2624,id1011647,7.901885683055595e-10,ch-1
2625,id1011655,2.0742072969967016e-05,ch-1
2626,id1011666,0.0013164977450014468,ch-1
2627,wd1001380,2.6243428701892564e-05,ch-1
2628,id1011679,0.12741343348259557,ch-1
2629,wd1001392,0.00023084175087834962,ch-1
2630,wd1001395,0.00048453793808728765,ch-1
2631,wd1001431,0.04944402112636674,ch-1
2632,wd1001450,0.002438813538984235,ch-1
2633,id1011723,0.002438813538984235,ch-1
2634,id1011729,2.7330720064316825e-05,ch-1
2635,id1011733,0.013986177855510352,ch-1
2636,id1011750,0.004544409998644932,ch-1
2637,id1011758,0.031016576805281387,ch-1
2638,id1011775,2.688794437198542e-05,ch-1
2639,id1011786,4.500417516836933e-06,ch-1
2640,id1011793,1.0490979474866854e-05,ch-1
2641,id1011795,5.852994313300807e-05,ch-1
2642,id1011801,0.0015612403105616675,ch-1
2643,id1011806,0.0007523242236805994,ch-1
2644,id1011811,0.0009488803720315966,ch-1
2645,id1011814,0.686473930852764,ch-1
2646,id1011819,0.0009488803720315966,ch-1
2647,id1011827,0.0020403075572431105,ch-1
2648,wd1001472,0.0024792609113492795,ch-1
2649,id1011841,1.174416044511924e-05,ch-1
2650,id1011842,0.22520299077530787,ch-1
2651,id1011844,6.594050023517347e-06,ch-1
2652,id1011846,5.319878486481302e-05,ch-1
2653,id1011847,0.07201779034493953,ch-1
2654,id1011852,0.07094223506369514,ch-1
2655,id1011855,0.002195163362513672,ch-1
2656,id1011861,0.013609941963138125,ch-1
2657,id1011867,0.002195163362513672,ch-1
2658,id1011884,0.0008668601444011043,ch-1
2659,id1011885,0.22550023836101032,ch-1
2660,id1011888,0.0001587852116090257,ch-1
2661,id1011889,0.0008781619426856175,ch-1
2662,id1011891,0.008182794062449693,ch-1
2663,id1011898,0.002641590665533307,ch-1
2664,id1011905,5.482700829423812e-223,ch-1
2665,id1011909,0.0004875533948714604,ch-1
2666,id1011914,0.002497396514804484,ch-1
2667,id1011917,0.04896361540440303,ch-1
2668,id1011918,0.004220314755577294,ch-1
2669,id1011925,3.1876483286981626e-05,ch-1
2670,id1011932,6.871871952981092e-08,ch-1
2671,id1011933,0.10010459013409491,ch-1
2672,id1011935,0.004085527217702814,ch-1
2673,id1011936,0.02974821411567313,ch-1
2674,id1011940,0.0010353406735247985,ch-1
2675,ud1000926,0.0044562939350956746,ch-1
2676,id1011952,1.9525521202985455e-08,ch-1
2677,id1011972,3.3239616451909055e-05,ch-1
2678,id1011980,0.0004907118031009945,ch-1
2679,id1011985,1.5707821250541632e-05,ch-1
2680,id1011987,5.371298221396459e-08,ch-1
2681,id1011994,0.0003723831764230257,ch-1
2682,id1012000,0.0009711770142971408,ch-1
2683,id1012011,3.180592412851968e-05,ch-1
2684,id1012013,5.371298221396459e-08,ch-1
2685,id1012024,0.012391633477428901,ch-1
2686,id1012028,7.570421994869169e-219,ch-1
2687,id1012032,1.6326745119170364e-05,ch-1
2688,id1012034,0.015707335954736553,ch-1
2689,id1012041,0.005458655695347115,ch-1
2690,id1012048,6.106643545036182e-08,ch-1
2691,id1012059,0.004276017392236736,ch-1
2692,id1012061,0.0003882257843713184,ch-1
2693,id1012077,0.0005424428769775762,ch-1
2694,id1012079,0.07742322929760627,ch-1
2695,id1012082,0.005801975848846122,ch-1
2696,id1012089,2.2778294786132044e-08,ch-1
2697,id1012114,0.019414638833451424,ch-1
2698,id1012117,1.211881281594895e-05,ch-1
2699,id1012124,3.893567153921125e-05,ch-1
2700,id1012129,0.05959376664423934,ch-1
2701,id1012132,0.0003755053391536642,ch-1
2702,id1012146,0.0002963563978498419,ch-1
2703,id1012148,0.00010489314842507052,ch-1
2704,id1012150,5.6470571005507794e-08,ch-1
2705,id1012159,2.4058052757981834e-05,ch-1
2706,id1012164,3.288961123493385e-11,ch-1
2707,id1012165,1.0188397013587031e-15,ch-1
2708,id1012171,3.0833749280514596e-14,ch-1
2709,id1012199,2.0442745432242468e-05,ch-1
2710,ud1000939,2.0663756610581525e-05,ch-1
2711,id1012202,4.626987860672194e-08,ch-1
2712,wd1001528,2.0803610365974523e-05,ch-1
2713,wd1001575,5.661537067801828e-11,ch-1
2714,ud1000942,1.6325084334609465e-10,ch-1
2715,wd1001610,1.6399153581595025e-10,ch-1
2716,wd1001621,1.241059211974413e-08,ch-1
2717,ud1000950,0.00013533970988614807,ch-1
2718,id1012205,0.0005200858086572247,ch-1
2719,id1012207,0.014903721160736893,ch-1
2720,id1012211,7.403771953564253e-13,ch-1
2721,id1012217,2.968575886961106e-10,ch-1
2722,id1012219,3.411749209812393e-05,ch-1
2723,id1012236,0.0012619031031770572,ch-1
2724,id1012237,7.403771953564253e-13,ch-1
2725,ud1000956,9.625377800746684e-07,ch-1
2726,id1012241,2.2827400725465004e-09,ch-1
2727,id1012242,0.0015735959331195876,ch-1
2728,id1012248,1.6002700668733413e-07,ch-1
2729,id1012252,1.0208477046354741e-08,ch-1
2730,id1012254,7.403771953564253e-13,ch-1
2731,id1012274,0.00012596863154464333,ch-1
2732,id1012293,3.203998401865751e-05,ch-1
2733,id1012294,0.00022014204540621673,ch-1
2734,id1012296,0.0016260663701724615,ch-1
2735,id1012300,1.9235104019079854e-12,ch-1
2736,id1012303,0.001675829445939665,ch-1
2737,id1012308,4.10789871780349e-12,ch-1
2738,id1012312,9.563572367865753e-07,ch-1
2739,id1012320,0.0001145062571981285,ch-1
2740,id1012322,2.5319002834900064e-12,ch-1
2741,id1012326,2.504709457755835e-180,ch-1
2742,id1012328,0.17358670748560034,ch-1
2743,id1012330,1.0787266961617246e-11,ch-1
2744,id1012337,7.082343420230873e-05,ch-1
2745,id1012338,5.160511537647876e-08,ch-1
2746,id1012339,0.0006993674386958747,ch-1
2747,ud1000962,0.03131048949637758,ch-1
2748,id1012349,6.0032426614588596e-05,ch-1
2749,id1012363,0.001726447379995374,ch-1
2750,id1012368,2.413377191932796e-10,ch-1
2751,id1012373,2.1192744648843362e-08,ch-1
2752,id1012382,0.00011107649584541709,ch-1
2753,id1012385,2.214004761091246e-07,ch-1
2754,id1012393,0.003217182674347447,ch-1
2755,id1012394,2.1896245008849687e-06,ch-1
2756,id1012400,1.2832969836744784e-07,ch-1
2757,id1012405,6.729936302002531e-07,ch-1
2758,id1012406,1.7010427043711201e-09,ch-1
2759,id1012422,0.0005083511889653405,ch-1
2760,id1012427,0.45802523860188926,ch-1
2761,id1012429,7.480071095190084e-07,ch-1
2762,id1012436,0.000758220046106475,ch-1
2763,id1012437,1.5241958378484227e-05,ch-1
2764,id1012442,0.00297091168971067,ch-1
2765,id1012444,2.1758439284923464e-05,ch-1
2766,id1012447,9.155818792148991e-13,ch-1
2767,id1012449,0.011849644383330069,ch-1
2768,id1012450,1.4068025915041536e-05,ch-1
2769,id1012457,7.071936596515539e-07,ch-1
2770,id1012465,7.386939789627823e-08,ch-1
2771,id1012466,8.769261999116482e-06,ch-1
2772,id1012474,2.1564773575190676e-09,ch-1
2773,id1012475,2.5163925021049415e-11,ch-1
2774,id1012477,0.0069867160273005555,ch-1
2775,id1012481,1.1049747519117298e-05,ch-1
2776,id1012499,5.6330638656761955e-09,ch-1
2777,id1012505,2.810758212612821e-10,ch-1
2778,id1012513,8.538404933379302e-08,ch-1
2779,id1012514,0.007226961013678183,ch-1
2780,id1012518,1.902597704819983e-12,ch-1
2781,id1012538,0.00330741733763748,ch-1
2782,id1012539,0.00017259055466415898,ch-1
2783,id1012540,6.739473734899811e-11,ch-1
2784,id1012542,2.2185884388745573e-12,ch-1
2785,id1012545,9.321588096682417e-05,ch-1
2786,id1012547,0.0004306360054571296,ch-1
2787,id1012554,1.335096325524335e-07,ch-1
2788,id1012557,8.193823916241635e-11,ch-1
2789,id1012569,0.0027725279574153552,ch-1
2790,id1012571,4.902003966604769e-10,ch-1
2791,id1012575,6.269127632661788e-05,ch-1
2792,id1012582,2.3091717127285777e-10,ch-1
2793,id1012583,0.00660396613079204,ch-1
2794,id1012585,0.00400586669661868,ch-1
2795,id1012603,2.598694804809176e-209,ch-1
2796,id1012604,6.001889982732031e-09,ch-1
2797,id1012607,5.202058983074704e-10,ch-1
2798,id1012613,0.7197276451492294,ch-1
2799,id1012620,0.38295900825722795,ch-1
2800,id1012626,0.040508241068309365,ch-1
2801,id1012627,2.3932367527826977e-09,ch-1
2802,id1012644,0.0025800573906100454,ch-1
2803,id1012660,0.8275667834965719,ch-1
2804,id1012664,9.660016165863377e-07,ch-1
2805,id1012665,2.612094765125715e-07,ch-1
2806,id1012666,1.5120044759094962e-07,ch-1
2807,id1012667,1.146215287685911e-06,ch-1
2808,id1012670,8.956363566059605e-08,ch-1
2809,id1012675,6.668983069858289e-06,ch-1
2810,id1012683,0.0003355106576028387,ch-1
2811,id1012684,0.008061278195896873,ch-1
2812,id1012689,0.00043628385897461803,ch-1
2813,id1012695,1.3761733209447336e-08,ch-1
2814,id1012702,6.186209755986205e-14,ch-1
2815,id1012711,0.001707204284784321,ch-1
2816,id1012718,0.024411713436553278,ch-1
2817,id1012723,0.4627278315296083,ch-1
2818,id1012726,0.1552070454421937,ch-1
2819,id1012727,4.0507897150291044e-16,ch-1
2820,id1012733,0.2046321005699496,ch-1
2821,id1012735,7.718752839144962e-13,ch-1
2822,id1012742,6.94165548308986e-13,ch-1
2823,id1012744,9.527360623446975e-11,ch-1
2824,id1012746,0.004350553006214441,ch-1
2825,id1012747,0.032093066448738335,ch-1
2826,id1012754,2.0660287053497477e-05,ch-1
2827,id1012757,0.01933815913073087,ch-1
2828,id1012758,1.6894650907345281e-13,ch-1
2829,id1012760,2.9120506420191927e-05,ch-1
2830,id1012761,8.257695996315801e-05,ch-1
2831,id1012762,0.015378442399114073,ch-1
2832,id1012763,1.5162397797794433e-06,ch-1
2833,id1012764,0.0012902670070643995,ch-1
2834,id1012766,0.0007224731852553895,ch-1
2835,id1012781,0.009308465735430028,ch-1
2836,id1012783,0.04283921240559788,ch-1
2837,id1012784,6.859237479628465e-11,ch-1
2838,id1012795,1.3348813465234705e-07,ch-1
2839,id1012817,0.0003208313919903678,ch-1
2840,id1012821,1.4821815520658733e-07,ch-1
2841,ud1001003,0.0007832702421496753,ch-1
2842,ud1001004,1.0795160659184742e-07,ch-1
2843,id1012822,2.5299888104152115e-07,ch-1
2844,id1012832,2.679939526822944e-05,ch-1
2845,id1012834,6.074852812155704e-05,ch-1
2846,id1012836,1.0795160659184742e-07,ch-1
2847,id1012838,1.5521716331012208e-13,ch-1
2848,id1012841,9.079242917472318e-05,ch-1
2849,id1012847,1.028466127718367e-13,ch-1
2850,id1012854,1.806664957252742e-13,ch-1
2851,id1012859,0.008085133881564338,ch-1
2852,id1012861,0.00015866473855155301,ch-1
2853,id1012864,1.77731865045501e-13,ch-1
2854,ud1001009,1.1099034746842814e-09,ch-1
2855,id1012870,0.010518946107241094,ch-1
2856,id1012875,2.9175229436267898e-08,ch-1
2857,id1012885,9.510856493394667e-05,ch-1
2858,id1012886,0.012353013531188506,ch-1
2859,id1012889,4.541027759945795e-15,ch-1
2860,id1012891,3.068156353111204e-07,ch-1
2861,id1012894,9.055395085258664e-15,ch-1
2862,id1012895,0.0019801881746530563,ch-1
2863,id1012899,0.04913474070839319,ch-1
2864,id1012900,4.541027759945795e-15,ch-1
2865,id1012902,0.0234836247398539,ch-1
2866,id1012906,6.915760082031875e-15,ch-1
2867,id1012907,1.1788705006778092e-10,ch-1
2868,id1012913,0.13743791702789743,ch-1
2869,id1012917,6.009734986789225e-13,ch-1
2870,id1012925,3.6967825966590644e-06,ch-1
2871,id1012929,3.972605829285869e-05,ch-1
2872,id1012942,0.004820887090474699,ch-1
2873,id1012944,4.963860617454567e-13,ch-1
2874,id1012945,0.9072069947897546,ch-1
2875,id1012946,3.815529101318349e-11,ch-1
2876,id1012947,3.0557914379389587e-06,ch-1
2877,id1012957,2.4502640544896293e-17,ch-1
2878,id1012962,1.3381980118096375e-11,ch-1
2879,id1012971,0.00015089712942170313,ch-1
2880,id1012975,0.1721251399908642,ch-1
2881,id1012977,1.2554243750503039e-08,ch-1
2882,id1012979,0.00014010767533344188,ch-1
2883,id1012983,2.3627629263862636e-09,ch-1
2884,id1012984,0.11470892256161974,ch-1
2885,id1012987,8.901512901059048e-11,ch-1
2886,id1012994,2.3621526427140126e-10,ch-1
2887,id1012997,2.3913032387919868e-17,ch-1
2888,id1013001,3.3248330806916005e-08,ch-1
2889,id1013002,0.00024009677895834507,ch-1
2890,id1013003,5.269630809499496e-11,ch-1
2891,id1013004,0.0008795780558985785,ch-1
2892,id1013039,0.012718058084317554,ch-1
2893,id1013040,1.214294747218723e-198,ch-1
2894,id1013041,6.468221102805362e-10,ch-1
2895,id1013045,2.857739794500515e-13,ch-1
2896,id1013046,0.0003998971357321037,ch-1
2897,id1013048,3.120603183407119e-08,ch-1
2898,id1013050,0.0008975715733541636,ch-1
2899,id1013058,0.00019747577679564638,ch-1
2900,id1013059,1.2856285881582524e-06,ch-1
2901,id1013064,1.1745236576058364e-11,ch-1
2902,id1013065,1.2616820152844932e-12,ch-1
2903,id1013067,9.631042222902157e-18,ch-1
2904,id1013069,5.122243019333267e-12,ch-1
2905,id1013070,8.603732364069643e-12,ch-1
2906,id1013075,9.339746204312362e-05,ch-1
2907,id1013079,5.4787035551323416e-05,ch-1
2908,id1013081,0.7356904997931648,ch-1
2909,id1013082,0.0019611945251450506,ch-1
2910,id1013105,7.489397734635941e-09,ch-1
2911,id1013106,5.069560550460826e-16,ch-1
2912,id1013113,0.00016878540388512393,ch-1
2913,id1013115,0.0001560448673550237,ch-1
2914,id1013116,2.966774704039239e-13,ch-1
2915,id1013117,8.082253734187308e-06,ch-1
2916,id1013118,0.30029916031241544,ch-1
2917,id1013126,2.432909650990275e-06,ch-1
2918,id1013129,2.3783184357341275e-11,ch-1
2919,id1013130,9.313011954537563e-05,ch-1
2920,id1013136,0.0008100883696300448,ch-1
2921,id1013139,0.9387658204399387,ch-1
2922,id1013146,4.466536904756952e-10,ch-1
2923,id1013148,3.016920306928235e-13,ch-1
2924,id1013151,0.030876444828644527,ch-1
2925,id1013153,2.3487323570490206e-15,ch-1
2926,id1013154,1.7683368762110817e-09,ch-1
2927,id1013158,0.5845236897096338,ch-1
2928,id1013159,0.0034254286780528997,ch-1
2929,id1013166,0.2158463382117846,ch-1
2930,id1013176,0.2101601456037781,ch-1
2931,id1013183,5.182155688495969e-17,ch-1
2932,id1013188,0.0002941343963282927,ch-1
2933,id1013190,0.8416569195794353,ch-1
2934,id1013200,1.0562080914817596e-05,ch-1
2935,id1013207,0.0032331039685997895,ch-1
2936,id1013208,1.7349593523471923e-08,ch-1
2937,id1013212,1.7783484000215522e-05,ch-1
2938,id1013213,7.117933840796259e-10,ch-1
2939,id1013214,6.601660838197761e-09,ch-1
2940,id1013218,8.101787509830167e-08,ch-1
2941,id1013225,6.160426071539057e-189,ch-1
2942,id1013233,3.6246903279298237e-07,ch-1
2943,id1013238,0.004053743018580332,ch-1
2944,id1013242,0.09679408357296278,ch-1
2945,id1013249,4.1935648851057677e-08,ch-1
2946,id1013250,1.1816594742754581e-08,ch-1
2947,id1013254,0.965205969093415,ch-1
2948,id1013258,4.201376582924767e-09,ch-1
2949,id1013265,0.8354175042621754,ch-1
2950,id1013279,0.0006441425630043983,ch-1
2951,id1013280,2.5896179798011615e-12,ch-1
2952,id1013285,0.02955791410531367,ch-1
2953,id1013289,0.0005726496733540163,ch-1
2954,id1013290,8.242573436220377e-13,ch-1
2955,id1013293,0.010804531168081822,ch-1
2956,id1013296,3.6025614650104854e-16,ch-1
2957,id1013305,8.807325109005819e-14,ch-1
2958,id1013306,6.265403439525343e-12,ch-1
2959,id1013309,0.2159700459637897,ch-1
2960,id1013311,1.623562972166148e-09,ch-1
2961,id1013317,0.0036194921978422454,ch-1
2962,ud1001033,0.0005397940473494362,ch-1
2963,id1013318,0.00048336281166556786,ch-1
2964,id1013319,0.00018015177498997395,ch-1
2965,id1013320,0.030778337189955055,ch-1
2966,id1013321,0.009823721438106546,ch-1
2967,id1013324,9.922482878472866e-07,ch-1
2968,id1013328,4.792108038225486e-15,ch-1
2969,id1013330,5.372135989810179e-14,ch-1
2970,id1013331,3.07369651985989e-14,ch-1
2971,id1013332,1.0745300855017272e-10,ch-1
2972,id1013334,0.005482063609235736,ch-1
2973,id1013335,0.3572455525914764,ch-1
2974,ud1001043,0.8410111194121392,ch-1
2975,id1013339,0.19464614741857536,ch-1
2976,id1013341,0.08564885670186735,ch-1
2977,id1013342,1.4451777994659434e-05,ch-1
2978,id1013343,0.00012138180589768845,ch-1
2979,id1013354,0.9669249846178463,ch-1
2980,id1013362,0.9859510581699988,ch-1
2981,id1013372,0.026564293967564708,ch-1
2982,id1013377,0.012870389071391907,ch-1
2983,id1013380,0.011394250298900925,ch-1
2984,id1013384,0.873988289876118,ch-1
2985,id1013385,0.0017118953967675834,ch-1
2986,id1013402,0.19186321440872045,ch-1
2987,id1013404,1.9428475170040312e-08,ch-1
2988,id1013416,7.503090793900013e-08,ch-1
2989,id1013420,1.9585264573293657e-09,ch-1
2990,id1013422,0.2621190684527809,ch-1
2991,id1013432,8.292604514719339e-12,ch-1
2992,id1013446,9.753422731660337e-16,ch-1
2993,id1013452,0.15180704621389482,ch-1
2994,id1013453,0.007288776072654402,ch-1
2995,id1013464,0.000849654909586563,ch-1
2996,id1013465,2.3965434049587614e-13,ch-1
2997,wd1001642,1.3281487227755977e-210,ch-1
2998,id1013468,0.0002354902492161206,ch-1
2999,id1013474,4.491147766821884e-11,ch-1
3000,id1013477,0.0007318140135051795,ch-1
3001,id1013488,1.8949067189066025e-06,ch-1
3002,id1013489,0.9018751279156929,ch-1
3003,id1013490,0.0025409882291218423,ch-1
3004,id1013522,0.0006663021021228886,ch-1
3005,id1013527,0.9070901252036141,ch-1
3006,id1013535,0.07023716817202466,ch-1
3007,id1013546,9.79889837115613e-05,ch-1
3008,id1013556,1.7035582177187564e-06,ch-1
3009,id1013561,0.0006585583111082227,ch-1
3010,id1013563,0.002444496582541118,ch-1
3011,id1013566,9.054658257278305e-05,ch-1
3012,id1013568,0.09486606955836246,ch-1
3013,id1013571,1.3685106297079696e-06,ch-1
3014,id1013576,1.725326573156272e-10,ch-1
3015,id1013605,9.861402842332434e-07,ch-1
3016,id1013613,1.209855893117975e-05,ch-1
3017,id1013628,7.529148227236757e-07,ch-1
3018,id1013644,6.173501254418911e-05,ch-1
3019,id1013666,0.0012154022068848168,ch-1
3020,id1013670,0.0005443849425493835,ch-1
3021,id1013676,9.893107367318364e-07,ch-1
3022,id1013677,0.8692117749314991,ch-1
3023,id1013679,0.0012723134171420331,ch-1
3024,id1013682,0.0012723134171420331,ch-1
3025,id1013693,7.6185057872894e-05,ch-1
3026,id1013696,6.95984661783461e-08,ch-1
3027,id1013701,1.3063362335822138e-05,ch-1
3028,id1013722,1.8130156503734706e-05,ch-1
3029,id1013726,0.0049689501528381195,ch-1
3030,id1013727,0.000102203741523162,ch-1
3031,id1013731,0.013837832767303777,ch-1
3032,id1013741,0.0568062047459304,ch-1
3033,id1013744,3.327415291754075e-08,ch-1
3034,id1013745,1.1919751422983886e-160,ch-1
3035,id1013749,3.614881019802958e-06,ch-1
3036,id1013754,0.030003964227112667,ch-1
3037,id1013755,4.17401106366224e-08,ch-1
3038,id1013756,0.0007766737501433541,ch-1
3039,id1013761,0.26807921573509236,ch-1
3040,id1013766,0.0007725024734236021,ch-1
3041,id1013777,0.00043256556680194266,ch-1
3042,id1013778,0.0006235778633418474,ch-1
3043,id1013779,0.0017114474868377102,ch-1
3044,id1013788,7.104995154334745e-09,ch-1
3045,id1013801,0.27586390253893905,ch-1
3046,id1013808,0.0816068639535281,ch-1
3047,id1013814,1.8671016636482143e-07,ch-1
3048,id1013848,5.86567509379077e-07,ch-1
3049,id1013851,2.634448868073167e-09,ch-1
3050,id1013852,1.0950201721528008e-08,ch-1
3051,id1013855,1.5102961323475212e-05,ch-1
3052,id1013857,0.0009604391482536446,ch-1
3053,id1013870,1.6400654768997209e-09,ch-1
3054,id1013874,1.6551546312905566e-05,ch-1
3055,id1013888,5.4392451263961465e-213,ch-1
3056,id1013912,4.163837882144196e-05,ch-1
3057,id1013918,1.719451644413496e-05,ch-1
3058,id1013920,1.0296307562999663e-05,ch-1
3059,id1013923,0.00290369596022314,ch-1
3060,id1013926,1.502962955214982e-05,ch-1
3061,id1013942,9.612365533536323e-05,ch-1
3062,id1013943,4.624809063421932e-11,ch-1
3063,id1013945,0.003306084085311473,ch-1
3064,id1013949,0.002255739843445941,ch-1
3065,id1013951,2.79645268408649e-09,ch-1
3066,id1013954,1.0429408151552066e-05,ch-1
3067,id1013956,1.7565884527012956e-05,ch-1
3068,id1013961,0.0007782364119025787,ch-1
3069,id1013967,0.0005421947058619735,ch-1
3070,id1013973,0.00022679915202562936,ch-1
3071,id1013975,8.801787787667357e-234,ch-1
3072,id1013981,1.201742702958294e-06,ch-1
3073,id1014018,0.11835230553558067,ch-1
3074,id1014025,0.30566163842417143,ch-1
3075,id1014034,0.028132960230007793,ch-1
3076,id1014036,0.0005780651105548431,ch-1
3077,id1014037,0.0005405955359951567,ch-1
3078,id1014052,1.0619848200823828e-06,ch-1
3079,id1014053,1.271392934033628e-06,ch-1
3080,id1014057,0.00024784454240667453,ch-1
3081,id1014062,0.00012895619066792815,ch-1
3082,id1014074,0.0007979446130718449,ch-1
3083,id1014089,0.7180509046953516,ch-1
3084,id1014091,0.009203036814416417,ch-1
3085,id1014103,0.0017551782153984285,ch-1
3086,id1014105,0.026270213053235104,ch-1
3087,id1014109,0.00617300931715762,ch-1
3088,id1014110,0.012578550140486216,ch-1
3089,id1014113,0.03008756751883197,ch-1
3090,id1014116,0.0003348172521129415,ch-1
3091,id1014120,2.0492514234484018e-05,ch-1
3092,id1014127,1.2003952978728347e-11,ch-1
3093,id1014128,0.05347866093645064,ch-1
3094,id1014134,8.893507473722822e-13,ch-1
3095,ud1001086,1.0405119170242577e-05,ch-1
3096,id1014138,0.0027054586071428035,ch-1
3097,id1014144,0.4755075212083074,ch-1
3098,id1014145,0.005533636137520225,ch-1
3099,id1014149,0.01776700486648905,ch-1
3100,id1014158,2.302551900041451e-07,ch-1
3101,id1014164,1.5906446794563322e-07,ch-1
3102,id1014165,5.113633006971718e-06,ch-1
3103,id1014173,7.931553738777241e-06,ch-1
3104,id1014176,8.672050105600321e-07,ch-1
3105,id1014178,0.06980455037571862,ch-1
3106,id1014179,0.003821464838654285,ch-1
3107,id1014181,2.214228269093612e-06,ch-1
3108,id1014189,9.994208872222098e-05,ch-1
3109,id1014205,2.55060402681592e-07,ch-1
3110,id1014211,0.06422907758227869,ch-1
3111,id1014215,0.0007727736468441765,ch-1
3112,id1014223,3.47397391663537e-08,ch-1
3113,id1014225,0.0023254964283884326,ch-1
3114,id1014226,6.7854553711833225e-09,ch-1
3115,id1014244,7.08603575602546e-09,ch-1
3116,id1014246,1.0908151458599884e-08,ch-1
3117,id1014248,0.5545376952397697,ch-1
3118,id1014249,0.00015422089366959674,ch-1
3119,id1014252,2.392687048189251e-08,ch-1
3120,id1014255,3.887863801477865e-12,ch-1
3121,id1014256,1.092892198321524e-12,ch-1
3122,id1014260,2.037655343833336e-06,ch-1
3123,id1014265,2.736305036556549e-11,ch-1
3124,id1014268,2.26112514806815e-12,ch-1
3125,id1014275,5.88921775811814e-07,ch-1
3126,id1014276,0.00038467609734187737,ch-1
3127,id1014279,0.058583169420139115,ch-1
3128,id1014282,0.6302961883710803,ch-1
3129,id1014287,5.769538067657987e-09,ch-1
3130,id1014297,4.8039707341053443e-08,ch-1
3131,id1014302,0.0045804729727931615,ch-1
3132,id1014303,4.1858086983408856e-08,ch-1
3133,id1014304,1.6897271947438485e-16,ch-1
3134,id1014313,0.15896724287773067,ch-1
3135,id1014314,2.16800224757469e-13,ch-1
3136,id1014344,3.3564080953360073e-09,ch-1
3137,id1014360,8.831806878943991e-11,ch-1
3138,id1014372,0.44208419860478576,ch-1
3139,id1014377,0.0007139833438692938,ch-1
3140,id1014379,5.2134763772541955e-09,ch-1
3141,id1014382,0.6154574828738739,ch-1
3142,id1014386,0.05091609620558329,ch-1
3143,id1014392,2.7332191847920933e-08,ch-1
3144,id1014400,4.9254983043662376e-08,ch-1
3145,id1014413,0.17208671334989692,ch-1
3146,id1014414,9.394183370947908e-10,ch-1
3147,id1014425,1.3855236357420852e-09,ch-1
3148,id1014426,0.10004433081640551,ch-1
3149,id1014427,4.0841414608257014e-08,ch-1
3150,id1014444,4.559582379955176e-09,ch-1
3151,id1014453,0.0101419480174258,ch-1
3152,id1014458,0.0019108269539793296,ch-1
3153,id1014461,0.0006742075250954316,ch-1
3154,id1014487,3.2529816369141174e-13,ch-1
3155,id1014489,9.450687108800337e-12,ch-1
3156,id1014497,0.00036757067994444196,ch-1
3157,id1014501,0.0022614725950258025,ch-1
3158,id1014513,0.08573432042932064,ch-1
3159,id1014523,3.5342744007835144e-11,ch-1
3160,id1014524,2.93145447839139e-10,ch-1
3161,id1014529,8.735784474944365e-09,ch-1
3162,id1014530,7.536544255456023e-08,ch-1
3163,id1014532,1.0075459578821728e-08,ch-1
3164,id1014533,1.1206146650348382e-05,ch-1
3165,id1014534,4.18701581848639e-09,ch-1
3166,id1014535,3.318999528936649e-05,ch-1
3167,ud1001106,0.005471715149682446,ch-1
3168,ud1001116,1.0577574131097927e-08,ch-1
3169,id1014538,0.015312398042906515,ch-1
3170,id1014557,6.115150682643587e-07,ch-1
3171,id1014565,1.2542282734777939e-08,ch-1
3172,id1014567,2.983164079570684e-09,ch-1
3173,id1014568,6.364755215150093e-09,ch-1
3174,id1014570,2.2123929692222515e-09,ch-1
3175,id1014577,5.887935063598413e-09,ch-1
3176,id1014579,7.0994343902462815e-09,ch-1
3177,id1014580,1.7628623129768023e-08,ch-1
3178,id1014583,0.0015761727666214068,ch-1
3179,id1014584,7.497202752153585e-13,ch-1
3180,id1014588,0.16861569972962887,ch-1
3181,id1014598,3.067890199990921e-07,ch-1
3182,id1014603,9.407618856029004e-07,ch-1
3183,id1014605,0.05261507920271822,ch-1
3184,id1014609,0.15077722585098718,ch-1
3185,id1014615,2.0485157135391563e-09,ch-1
3186,id1014630,0.5265248222813184,ch-1
3187,id1014631,0.45030765027022035,ch-1
3188,id1014634,5.23040241400294e-12,ch-1
3189,id1014639,0.4997791449976279,ch-1
3190,id1014646,1.9355417854483562e-11,ch-1
3191,id1014655,5.865614852908264e-08,ch-1
3192,id1014661,5.759156053557379e-06,ch-1
3193,id1014678,5.934344967058105e-09,ch-1
3194,id1014687,0.035562332898742395,ch-1
3195,id1014694,0.00011481969898057969,ch-1
3196,id1014699,0.10690676835603333,ch-1
3197,id1014708,7.0994343902462815e-09,ch-1
3198,id1014714,3.959841371949845e-10,ch-1
3199,wd1001676,1.6355685226808877e-08,ch-1
3200,id1014735,0.017885695392145302,ch-1
3201,id1014742,2.0558685123367435e-08,ch-1
